data_dictionary_category;data_item;frequency;publication_time;unit_of_measure;created_by;last_updated_by;new_existing_renamed
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, SeabankB, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Sellafield, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, ShellStar, Industrial Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Shorne, SE, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, ShottonPapr, Industrial Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Shustoke, WM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, SilkWillough, EM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Soutra, SC, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Spalding, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Spalding2, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Stallingbor1&2, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Staythorpe, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, StFergus Shell BS, Industrial Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, StFergus, SC, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Stranraer, SC, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, StratfrdAvon, WM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Stublach, Storage;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, SuttonBridge, EM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, SuttonBridge, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Tatsfield, SE, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Teesside NSMP, NTS Power Station;ASAP;ASAP;p/kWh;;;New Powerstation site
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, TerraNitrogen, Industrial Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, ThorntonCurt, EM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, ThorntonCurt, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Thrintoft, NO, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Tilbury, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, TowLaw, NO, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Towton, NE, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, TurLangton, EM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Walesby, EM, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Warburton, NW, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Westburton, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, WestonPoint, NW, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, WestWinch, EA, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Wetheral, NO, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Whitwell, EA, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Willington, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Winkfield, NT, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Winkfield, SE, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Winkfield, SO, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Winnington, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Wyreps, NTS Power Station;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Yelverton, EA, LDZ Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Maximum Price, Zenica, Industrial Offtake;ASAP;ASAP;p/kWh;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Aberdeen, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Aldbrough, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Alrewas, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Alrewas, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, AMPaper, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Armadale, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Aspley, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Asselby, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Auckland, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, AucklandTF, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Audley, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Audley, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Austrey, WM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Avonmouth, LNG;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Aylesbeare, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Bacton, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Bacton, Interconnector;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BactonBaird, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BactonBBL, Interconnector;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BactonDeb, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BaglanBay, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Baldersby, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Balgray, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Barking, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BarrowBains, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BarrowBlackstart, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BarrowGateway, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BASF, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Bathgate, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Blaby, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Blackbridge, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BlackburnM, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Blackrod, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Blyborough, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BOCTees, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BPGrngmouth, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BPSaltendHP, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BraishfieldA, SO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BraishfieldB, SO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BrdgewaterP, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Brigg, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Brinefield, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Brisley, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Broxburn, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BurleyBank, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Burnhervie, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, BurtonPoint, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Caldecott, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Cambridge, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Careston, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Carrington, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Caythorpe, Storage;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Centrax, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Choakford, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Cirencester, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Cockenzie, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Coffinswell, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Coldstream, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Corbridge, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Corby, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Coryton, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Coryton2, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Cottam, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, CowpenBewley, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, CrawleyDown, SO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, DamheadCreek, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Deeside, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Didcot, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Dowlais, WS, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Drakelow, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Drointon, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Drum, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, DyffrynClyd, WS, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, DynevorArms, LNG;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, EastonGrey, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Eccleston, NW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Elton, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Enron, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, EppingGreen, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Evesham, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Farningham, SE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, FarninghamB, SE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Fiddington, SW, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Ganstead, NE, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Gilwern, WS, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Glenmavis, LNG;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Glenmavis, SC, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, GooleGlass, Industrial Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Gosberton, EM, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Gowkhall, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Grain, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, GtWilbraham, EA, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, GtYarmouth, NTS Power Station;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Guyzance, NO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
Exit Capacity;Exit Capacity Daily Price, Day Ahead Min Max Allocated Price Timestamp, Hardwick, SO, LDZ Offtake;ASAP;ASAP;N/A;MIPIEU;MIPIEU;Existing Dis (Before EU2015)
